2021-03-24 09:15:09.440 [main] INFO  com.cn.mistletoe.MistletoeApp - Starting MistletoeApp on Jxy-O834IQKJDUP with PID 11452 (D:\JavaProject\xingyu\springboot\mistletoe_back_2.0\target\classes started by Administrator in D:\JavaProject\xingyu\springboot\mistletoe_back_2.0)
2021-03-24 18:12:01.442 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2021-03-24 18:12:01.454 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2021-03-24 18:12:01.455 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-03-24 18:12:01.467 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-03-24 18:12:01.497 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-03-24 18:12:01.668 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: registerUsingPOST_1
2021-03-24 18:12:01.717 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findAllUsingGET_1
2021-03-24 18:12:01.757 [main] INFO  com.cn.mistletoe.MistletoeApp - Started MistletoeApp in 8.722 seconds (JVM running for 9.858)
2021-03-24 18:12:12.236 [http-nio-8081-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-03-24 18:12:12.236 [http-nio-8081-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-03-24 18:12:12.245 [http-nio-8081-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 9 ms
2021-03-24 18:12:12.293 [http-nio-8081-exec-3] INFO  com.cn.mistletoe.common.JwtTokenUtil - JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImV4cCI6MTYxNjQ3NzcyMiwiaWF0IjoxNjE2NDc0MTIyMzg1fQ.8xHooLk4HjnKcVloCuacDG3KuyyWHdrYw1JULFhDROKM-kDXI3A1itOJASic5uDPvqLx3sABAGjIYMA-b4xpwg
2021-03-24 18:12:12.293 [http-nio-8081-exec-3] INFO  c.cn.mistletoe.config.JwtAuthenticationTokenFilter - checking username:null
2021-03-24 18:12:14.681 [http-nio-8081-exec-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2021-03-24 18:14:31.115 [main] INFO  com.cn.mistletoe.MistletoeApp - Starting MistletoeApp on Jxy-O834IQKJDUP with PID 13220 (D:\JavaProject\xingyu\springboot\mistletoe_back_2.0\target\classes started by Administrator in D:\JavaProject\xingyu\springboot\mistletoe_back_2.0)
2021-03-24 18:14:31.115 [main] INFO  com.cn.mistletoe.MistletoeApp - No active profile set, falling back to default profiles: default
2021-03-24 18:14:32.131 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 18:14:32.146 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-03-24 18:14:32.240 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 102ms. Found 1 Elasticsearch repository interfaces.
2021-03-24 18:14:32.256 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 18:14:32.256 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-03-24 18:14:32.271 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 9ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-03-24 18:14:32.287 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 18:14:32.287 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-03-24 18:14:32.302 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.cn.mistletoe.esrepository.LoginRecodesRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-03-24 18:14:32.302 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 8ms. Found 0 Redis repository interfaces.
2021-03-24 18:14:32.787 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@1a6fef2' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 18:14:32.787 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 18:14:32.802 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.cn.mistletoe.config.RedisConfig$$EnhancerBySpringCGLIB$$2ac94106] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 18:14:33.100 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2021-03-24 18:14:33.115 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2021-03-24 18:14:33.115 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-03-24 18:14:33.115 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.41]
2021-03-24 18:14:33.240 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-03-24 18:14:33.240 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2048 ms
2021-03-24 18:14:33.443 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-03-24 18:14:33.631 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-03-24 18:14:35.709 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@113a46b, org.springframework.security.web.context.SecurityContextPersistenceFilter@12fd5bc, org.springframework.security.web.header.HeaderWriterFilter@19cde4b, org.springframework.web.filter.CorsFilter@f37bfd, org.springframework.security.web.authentication.logout.LogoutFilter@6204e4, com.cn.mistletoe.config.JwtAuthenticationTokenFilter@12f26da, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@137d116, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1cfcf37, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@159edff, org.springframework.security.web.session.SessionManagementFilter@112a9a6, org.springframework.security.web.access.ExceptionTranslationFilter@208b80, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@155a864]
2021-03-24 18:14:35.725 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-03-24 18:14:35.865 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-03-24 18:14:38.569 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.6.RELEASE
2021-03-24 18:14:38.569 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-03-24 18:14:38.569 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-03-24 18:14:39.924 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-03-24 18:14:40.002 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2021-03-24 18:14:40.033 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2021-03-24 18:14:40.033 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-03-24 18:14:40.049 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-03-24 18:14:40.080 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-03-24 18:14:40.252 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: registerUsingPOST_1
2021-03-24 18:14:40.299 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findAllUsingGET_1
2021-03-24 18:14:40.330 [main] INFO  com.cn.mistletoe.MistletoeApp - Started MistletoeApp in 9.722 seconds (JVM running for 11.31)
2021-03-24 18:14:46.406 [http-nio-8081-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-03-24 18:14:46.407 [http-nio-8081-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-03-24 18:14:46.415 [http-nio-8081-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 8 ms
2021-03-24 18:14:46.459 [http-nio-8081-exec-3] INFO  com.cn.mistletoe.common.JwtTokenUtil - JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImV4cCI6MTYxNjQ3NzcyMiwiaWF0IjoxNjE2NDc0MTIyMzg1fQ.8xHooLk4HjnKcVloCuacDG3KuyyWHdrYw1JULFhDROKM-kDXI3A1itOJASic5uDPvqLx3sABAGjIYMA-b4xpwg
2021-03-24 18:14:46.460 [http-nio-8081-exec-3] INFO  c.cn.mistletoe.config.JwtAuthenticationTokenFilter - checking username:null
2021-03-24 18:14:50.492 [http-nio-8081-exec-3] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2021-03-24 19:05:21.745 [main] INFO  com.cn.mistletoe.MistletoeApp - Starting MistletoeApp on Jxy-O834IQKJDUP with PID 7960 (D:\JavaProject\xingyu\springboot\mistletoe_back_2.0\target\classes started by Administrator in D:\JavaProject\xingyu\springboot\mistletoe_back_2.0)
2021-03-24 19:05:21.753 [main] INFO  com.cn.mistletoe.MistletoeApp - No active profile set, falling back to default profiles: default
2021-03-24 19:05:22.871 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 19:05:22.874 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-03-24 19:05:22.964 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 84ms. Found 1 Elasticsearch repository interfaces.
2021-03-24 19:05:22.969 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 19:05:22.969 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-03-24 19:05:22.981 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-03-24 19:05:22.995 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 19:05:22.996 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-03-24 19:05:23.013 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.cn.mistletoe.esrepository.LoginRecodesRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-03-24 19:05:23.013 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7ms. Found 0 Redis repository interfaces.
2021-03-24 19:05:23.520 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@e827a8' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 19:05:23.524 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 19:05:23.537 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.cn.mistletoe.config.RedisConfig$$EnhancerBySpringCGLIB$$d5091105] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 19:05:23.871 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2021-03-24 19:05:23.878 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2021-03-24 19:05:23.879 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-03-24 19:05:23.879 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.41]
2021-03-24 19:05:24.022 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-03-24 19:05:24.022 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2195 ms
2021-03-24 19:05:24.218 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-03-24 19:05:24.457 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-03-24 19:05:26.974 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1b1948c, org.springframework.security.web.context.SecurityContextPersistenceFilter@12c5abd, org.springframework.security.web.header.HeaderWriterFilter@1fc6759, org.springframework.web.filter.CorsFilter@13242a5, org.springframework.security.web.authentication.logout.LogoutFilter@29b92c, com.cn.mistletoe.config.JwtAuthenticationTokenFilter@b1c5d5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@c8909a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@b68067, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@39193f, org.springframework.security.web.session.SessionManagementFilter@1fdaed7, org.springframework.security.web.access.ExceptionTranslationFilter@112f065, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@158524b]
2021-03-24 19:05:26.998 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-03-24 19:05:27.160 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-03-24 19:05:29.076 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.6.RELEASE
2021-03-24 19:05:29.076 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-03-24 19:05:29.076 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-03-24 19:05:30.403 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-03-24 19:05:30.486 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2021-03-24 19:05:30.521 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2021-03-24 19:05:30.522 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-03-24 19:05:30.538 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-03-24 19:05:30.568 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-03-24 19:05:30.733 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: registerUsingPOST_1
2021-03-24 19:05:30.783 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findAllUsingGET_1
2021-03-24 19:05:30.828 [main] INFO  com.cn.mistletoe.MistletoeApp - Started MistletoeApp in 9.806 seconds (JVM running for 12.015)
2021-03-24 19:05:39.183 [http-nio-8081-exec-3] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-03-24 19:05:39.183 [http-nio-8081-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-03-24 19:05:39.190 [http-nio-8081-exec-3] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2021-03-24 19:05:39.242 [http-nio-8081-exec-2] INFO  com.cn.mistletoe.common.JwtTokenUtil - JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImV4cCI6MTYxNjQ3NzcyMiwiaWF0IjoxNjE2NDc0MTIyMzg1fQ.8xHooLk4HjnKcVloCuacDG3KuyyWHdrYw1JULFhDROKM-kDXI3A1itOJASic5uDPvqLx3sABAGjIYMA-b4xpwg
2021-03-24 19:05:39.242 [http-nio-8081-exec-2] INFO  c.cn.mistletoe.config.JwtAuthenticationTokenFilter - checking username:null
2021-03-24 19:05:39.988 [http-nio-8081-exec-2] INFO  o.s.a.rabbit.connection.CachingConnectionFactory - Attempting to connect to: [localhost:5672]
2021-03-24 19:06:03.538 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-03-24 19:06:03.542 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2021-03-24 19:06:03.675 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2021-03-24 19:06:03.680 [SpringContextShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2021-03-24 19:06:06.797 [main] INFO  com.cn.mistletoe.MistletoeApp - Starting MistletoeApp on Jxy-O834IQKJDUP with PID 8792 (D:\JavaProject\xingyu\springboot\mistletoe_back_2.0\target\classes started by Administrator in D:\JavaProject\xingyu\springboot\mistletoe_back_2.0)
2021-03-24 19:06:06.802 [main] INFO  com.cn.mistletoe.MistletoeApp - No active profile set, falling back to default profiles: default
2021-03-24 19:06:07.730 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 19:06:07.731 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Elasticsearch repositories in DEFAULT mode.
2021-03-24 19:06:07.804 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 68ms. Found 1 Elasticsearch repository interfaces.
2021-03-24 19:06:07.808 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 19:06:07.808 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Reactive Elasticsearch repositories in DEFAULT mode.
2021-03-24 19:06:07.820 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11ms. Found 0 Reactive Elasticsearch repository interfaces.
2021-03-24 19:06:07.830 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2021-03-24 19:06:07.831 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-03-24 19:06:07.844 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.cn.mistletoe.esrepository.LoginRecodesRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2021-03-24 19:06:07.845 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 7ms. Found 0 Redis repository interfaces.
2021-03-24 19:06:08.221 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@5bce9a' of type [org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 19:06:08.225 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 19:06:08.236 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisConfig' of type [com.cn.mistletoe.config.RedisConfig$$EnhancerBySpringCGLIB$$ac85065e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-03-24 19:06:08.492 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2021-03-24 19:06:08.499 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2021-03-24 19:06:08.499 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2021-03-24 19:06:08.500 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.41]
2021-03-24 19:06:08.624 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2021-03-24 19:06:08.624 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1763 ms
2021-03-24 19:06:08.789 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2021-03-24 19:06:08.956 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2021-03-24 19:06:10.819 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@225c34, org.springframework.security.web.context.SecurityContextPersistenceFilter@208b80, org.springframework.security.web.header.HeaderWriterFilter@d4775b, org.springframework.web.filter.CorsFilter@1f0c70d, org.springframework.security.web.authentication.logout.LogoutFilter@180b41d, com.cn.mistletoe.config.JwtAuthenticationTokenFilter@174676f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@19cde4b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@681761, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@184b088, org.springframework.security.web.session.SessionManagementFilter@ad0854, org.springframework.security.web.access.ExceptionTranslationFilter@ef21bb, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1d2b13f]
2021-03-24 19:06:10.849 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2021-03-24 19:06:11.073 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2021-03-24 19:06:12.882 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Spring Data Elasticsearch: 4.0.6.RELEASE
2021-03-24 19:06:12.882 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client in build: 7.6.2
2021-03-24 19:06:12.882 [main] INFO  o.s.data.elasticsearch.support.VersionInfo - Version Elasticsearch Client used: 7.6.2
2021-03-24 19:06:14.190 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-03-24 19:06:14.298 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2021-03-24 19:06:14.309 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2021-03-24 19:06:14.310 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2021-03-24 19:06:14.323 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2021-03-24 19:06:14.352 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2021-03-24 19:06:14.519 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: registerUsingPOST_1
2021-03-24 19:06:14.563 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findAllUsingGET_1
2021-03-24 19:06:14.600 [main] INFO  com.cn.mistletoe.MistletoeApp - Started MistletoeApp in 8.243 seconds (JVM running for 9.159)
2021-03-24 19:06:20.251 [http-nio-8081-exec-2] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-03-24 19:06:20.251 [http-nio-8081-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2021-03-24 19:06:20.258 [http-nio-8081-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2021-03-24 19:06:20.300 [http-nio-8081-exec-3] INFO  com.cn.mistletoe.common.JwtTokenUtil - JWT格式验证失败:eyJhbGciOiJIUzUxMiJ9.eyJzdWIiOiJhZG1pbiIsImV4cCI6MTYxNjQ3NzcyMiwiaWF0IjoxNjE2NDc0MTIyMzg1fQ.8xHooLk4HjnKcVloCuacDG3KuyyWHdrYw1JULFhDROKM-kDXI3A1itOJASic5uDPvqLx3sABAGjIYMA-b4xpwg
